ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
569 ,1069 ,MADISON EAST,-89.38,43.12,A+,1,Y,557 ,52 ,40389 ,42207 ,58014 ,41751 ,40028 ,54717 ,46241 ,49178 ,53591 ,43497 ,53937 ,70262 ,593812 
570 ,1070 ,CHI-WAUKEGAN,-87.86,42.41,D,1, ,3809 ,80 ,17424 ,18208 ,23836 ,18012 ,17269 ,23606 ,19949 ,21216 ,23120 ,18765 ,23269 ,30312 ,254986 
571 ,1071 ,LOU-SPRINGHURST,-85.58,38.31,A,2, ,559 ,124 ,43771 ,45741 ,59878 ,45247 ,43380 ,59300 ,50113 ,53297 ,58079 ,47140 ,58454 ,76146 ,640547 
572 ,1072 ,COLUMBUS NE,-82.92,40.01,A,2,Y,3804 ,31 ,36689 ,38340 ,50190 ,37926 ,36361 ,49705 ,42005 ,44673 ,48682 ,39513 ,48996 ,63826 ,536907 
573 ,1073 ,ATL-CARROLLTON,-85.13,33.58,D,4, ,580 ,167 ,13275 ,13873 ,18161 ,13723 ,13157 ,17985 ,15199 ,16165 ,17615 ,14297 ,17729 ,23095 ,194274 
574 ,1074 ,MIA-AVENTRUA,-80.14,25.96,A,6,Y,3808 ,440 ,39683 ,39494 ,51700 ,39067 ,37455 ,51201 ,43269 ,46017 ,50147 ,42737 ,52994 ,69033 ,562798 
575 ,1075 ,MIA-CUTLER RIDGE,-80.34,25.57,B,6,Y,3808 ,470 ,29627 ,29487 ,38600 ,30626 ,29363 ,40138 ,33920 ,36075 ,39312 ,31908 ,39566 ,51541 ,430164 
576 ,1076 ,DCA-ALEXANDRIA,-77.06,38.82,AA+,2,Y,560 ,143 ,66491 ,69484 ,90959 ,68733 ,65898 ,90080 ,76125 ,80961 ,88227 ,71609 ,88796 ,115671 ,973033 
577 ,1077 ,WINSTON-SALEM NORTH,-80.24,36.17,C,4, ,3811 ,72 ,20185 ,21093 ,27612 ,20865 ,20004 ,27345 ,23109 ,24577 ,26783 ,21738 ,26955 ,35114 ,295381 
578 ,1078 ,GREENSBORO SOUTH,-79.88,36.01,C,4, ,3811 ,90 ,24497 ,25599 ,33511 ,25323 ,24278 ,33187 ,28046 ,29828 ,32504 ,26382 ,32714 ,42615 ,358484 
579 ,1079 ,HIGH POINT,-80.03,36.01,C,4, ,3811 ,80 ,16465 ,17207 ,22525 ,17021 ,16318 ,22307 ,18851 ,20049 ,21848 ,17733 ,21989 ,28644 ,240956 
580 ,1080 ,RAL-HWY 70,-78.72,35.92,C,4,Y,594 ,185 ,23638 ,23526 ,30797 ,23272 ,22312 ,30499 ,27063 ,28782 ,31365 ,25458 ,31568 ,41122 ,339403 
581 ,1081 ,CLT-NE CHARLOTTE,-80.74,35.28,B,4, ,3811 ,45 ,25402 ,26545 ,34749 ,26258 ,25175 ,34414 ,29082 ,30930 ,33705 ,27357 ,33923 ,44190 ,371730 
582 ,1082 ,IDAHO FALLS,-111.92,43.43,D,1, ,558 ,717 ,15871 ,16585 ,21711 ,16406 ,15729 ,21501 ,18170 ,19325 ,21059 ,17092 ,21195 ,27610 ,232254 
583 ,1083 ,NYC-CLARKSTOWN,-73.97,41.1,B,1, ,579 ,167 ,33129 ,34620 ,45320 ,34246 ,32833 ,44882 ,37929 ,40339 ,43959 ,35679 ,44242 ,57633 ,484812 
584 ,1084 ,UNION,-74.27,40.7,B,1, ,589 ,203 ,26980 ,28195 ,36909 ,27890 ,26740 ,36552 ,30890 ,32852 ,35800 ,29057 ,36031 ,46936 ,394832 
585 ,1085 ,PHL-CHERRY HILL,-75.03,39.93,B,1,Y,589 ,153 ,42080 ,43974 ,57565 ,43499 ,41705 ,57009 ,48178 ,51238 ,55836 ,45319 ,56196 ,73205 ,615806 
586 ,1086 ,WINSTON-SALEM SOUTH,-80.32,36.06,B,4, ,3811 ,62 ,32293 ,33746 ,44176 ,33382 ,32004 ,43749 ,36972 ,39320 ,42849 ,34778 ,43125 ,56178 ,472572 
587 ,1087 ,CLT-CHARLOTTE SOUTH,-80.82,35.05,A,4,Y,594 ,73 ,41176 ,43029 ,56328 ,42564 ,40808 ,55784 ,47142 ,50137 ,54636 ,44345 ,54988 ,71631 ,602568 
588 ,1088 ,DCA-RESTON,-77.34,38.96,AA+,2,Y,560 ,133 ,63956 ,66835 ,91866 ,66113 ,63385 ,86646 ,73223 ,77875 ,84863 ,68879 ,85411 ,111261 ,940315 
589 ,1089 ,DCA-MANASSAS,-77.53,38.79,D,2, ,560 ,117 ,13651 ,14266 ,18675 ,14112 ,13529 ,18494 ,15629 ,16622 ,18114 ,14702 ,18231 ,23749 ,199774 
590 ,1090 ,AUGUSTA,-82.08,33.47,B,4,Y,594 ,98 ,31028 ,32425 ,42446 ,32074 ,30751 ,42036 ,35524 ,37781 ,41171 ,33416 ,41437 ,53978 ,454068 
591 ,1091 ,CIN-FIELDS ERTEL,-84.33,39.28,B,2,Y,559 ,133 ,26245 ,27426 ,35903 ,27130 ,26011 ,35556 ,30048 ,31957 ,34824 ,28265 ,35049 ,45657 ,384070 
592 ,1092 ,CIN-BEECHMONT AREA,-84.33,39.06,B,2,Y,559 ,140 ,33145 ,34637 ,45342 ,34262 ,32849 ,44904 ,37947 ,40358 ,43980 ,35696 ,44263 ,57660 ,485041 
593 ,1094 ,LEXINGTON SE,-84.37,37.99,B,2, ,559 ,201 ,26952 ,28165 ,36870 ,27861 ,26711 ,36514 ,30857 ,32817 ,35762 ,29026 ,35993 ,46887 ,394417 
594 ,1095 ,MPS-MINNEAPOLIS NE,-93.24,45,A,1,Y,551 ,16 ,43310 ,43104 ,56426 ,42638 ,40879 ,55881 ,49585 ,52735 ,57468 ,46644 ,57839 ,75344 ,621855 
595 ,1096 , WINONA,-91.64,43.98,D,1,Y,590 ,141 ,17209 ,17984 ,23542 ,17789 ,17056 ,23315 ,19703 ,20954 ,22835 ,18534 ,22982 ,29938 ,251840 
596 ,1097 ,AUBURN,-121.09,38.91,B,3, ,555 ,48 ,30327 ,31692 ,41486 ,31349 ,30056 ,41086 ,34721 ,36926 ,41569 ,33986 ,39174 ,51432 ,443804 
597 ,1098 ,SAC-FOLSOM,-121.14,38.67,B,3,Y,555 ,38 ,35618 ,35449 ,46405 ,35066 ,33619 ,45956 ,38837 ,41304 ,48822 ,39916 ,46009 ,60406 ,507406 
598 ,1100 ,LAX THOUSAND OAKS,-118.98,34.14,A,5,Y,593 ,139 ,50866 ,53155 ,69583 ,52581 ,50412 ,68911 ,58236 ,61935 ,69722 ,57004 ,65705 ,86265 ,744373 
599 ,1101 ,STL-FLORISSANT,-90.28,38.8,B,1, ,3809 ,273 ,35575 ,37176 ,48666 ,36775 ,35257 ,48196 ,40730 ,43317 ,47204 ,38313 ,47509 ,61888 ,520606 
600 ,1102 ,STL-BRENTWOOD,-90.35,38.62,A+,1,Y,559 ,237 ,51009 ,53305 ,69779 ,52729 ,50553 ,69105 ,58400 ,62110 ,67683 ,54935 ,68120 ,88737 ,746465 
601 ,1103 ,NEWPORT NEWS,-76.52,37.12,A,4,Y,3811 ,328 ,36280 ,37913 ,49631 ,37504 ,35957 ,49152 ,41537 ,44176 ,48140 ,39073 ,48451 ,63115 ,530930 
602 ,1104 ,RAL-GARNER,-78.58,35.65,D,4,Y,594 ,186 ,18216 ,18130 ,23733 ,17934 ,17194 ,23504 ,19862 ,21124 ,23020 ,19618 ,24327 ,31690 ,258351 
603 ,1105 ,VIRGINIA BEACH SOUTH,-76.03,36.73,B,4, ,3811 ,346 ,28269 ,29541 ,38671 ,29222 ,28016 ,38297 ,32364 ,34420 ,37509 ,30444 ,37751 ,49177 ,413683 
604 ,1106 ,ATL-COBB NE ,-84.47,34,D,4, ,580 ,185 ,17288 ,18066 ,23650 ,17871 ,17134 ,23421 ,19793 ,21050 ,22939 ,18618 ,23087 ,30075 ,252991 
605 ,1107 ,WILMINGTON,-77.877808,34.24657,A,7, ,594 ,175 ,38776 ,40521 ,53045 ,40083 ,38430 ,52532 ,44394 ,47214 ,51451 ,41760 ,51783 ,67456 ,567446 
606 ,1108 ,COMMACK,-73.28,40.84,A+,1,Y,3802 ,211 ,52119 ,51872 ,67903 ,51311 ,49194 ,67247 ,56830 ,60440 ,65864 ,56131 ,69603 ,90669 ,739182 
607 ,1109 ,MAYS LANDING,-74.75,39.48,A,1,Y,560 ,302 ,43083 ,45022 ,58936 ,44535 ,42698 ,58367 ,49325 ,52458 ,57166 ,46399 ,57535 ,74948 ,630471 
608 ,1110 ,GREENACRES,-80.13,26.6,C,6,Y,3808 ,395 ,23688 ,23576 ,30862 ,24487 ,23477 ,32092 ,27120 ,28843 ,31432 ,25511 ,31634 ,41209 ,343932 
609 ,1112 ,CLE-WILLOUGHBY,-81.38,41.61,C,1, ,3804 ,180 ,25336 ,26476 ,34659 ,26190 ,25110 ,34324 ,29007 ,30849 ,33618 ,27286 ,33835 ,44075 ,370765 
610 ,1113 ,IOWA CITY,-91.58,41.69,A,1, ,590 ,87 ,40649 ,42479 ,55607 ,42020 ,40286 ,55070 ,46539 ,49495 ,53937 ,43778 ,54285 ,70715 ,594858 
611 ,1114 ,LITTLE ROCK WEST,-92.41,34.75,B,4,Y,3803 ,459 ,38255 ,39977 ,52332 ,39545 ,37913 ,51826 ,43798 ,46580 ,50760 ,41199 ,51087 ,66550 ,559821 
612 ,1115 ,HOU-CONROE,-95.52,30.32,C,7, ,578 ,170 ,21684 ,22660 ,29663 ,22415 ,21490 ,29377 ,24826 ,26403 ,28772 ,23353 ,28958 ,37723 ,317325 
613 ,1116 ,DFW-GRAND PRAIRIE,-97.02,32.68,D,4, ,3801 ,19 ,18935 ,19787 ,25903 ,19573 ,18766 ,25653 ,21678 ,23056 ,25125 ,20392 ,25287 ,32940 ,277094 
614 ,1117 ,ABQ-RIO RANCHO,-106.72,35.27,C,1, ,588 ,435 ,19843 ,20736 ,27145 ,20512 ,19666 ,26883 ,22718 ,24162 ,26330 ,21371 ,26500 ,34520 ,290387 
615 ,1118 ,WOODINVILLE,-122.09,47.75,A,1, ,558 ,258 ,38159 ,39877 ,52201 ,39446 ,37819 ,51697 ,43688 ,46464 ,50633 ,41096 ,50960 ,66383 ,558424 
616 ,1119 ,SFO-NEWPARK MAKK,-122.05,37.52,C,3, ,555 ,104 ,19799 ,20690 ,27085 ,20466 ,19622 ,26823 ,22668 ,24108 ,27138 ,22188 ,25575 ,33578 ,289740 
617 ,1120 ,PASO ROBLES,-120.73,35.66,B,5,Y,593 ,95 ,36394 ,38032 ,49787 ,37621 ,36069 ,49306 ,41667 ,44314 ,49886 ,40786 ,47012 ,61722 ,532596 
618 ,1121 ,SAC-BIRDCAGE-CITRUS HEIGHTS,-121.27,38.7,B,3,Y,555 ,30 ,40649 ,40456 ,52959 ,40019 ,38368 ,52448 ,44323 ,47138 ,53065 ,45554 ,52508 ,68938 ,576424 
619 ,1122 ,SFO-SAN MATEO FASHION ISLAND,-122.27,37.56,AAA,3,Y,555 ,107 ,83064 ,82669 ,108220 ,81776 ,78403 ,107174 ,90571 ,96325 ,113856 ,93088 ,107297 ,140871 ,1183314 
620 ,1123 ,BONITA SPRINGS,-81.75,26.35,D,6, ,556 ,402 ,11851 ,12384 ,16211 ,12250 ,11745 ,16055 ,13568 ,14430 ,15724 ,12763 ,15826 ,20616 ,173421 
621 ,1124 ,HOU-TOMBALL PARKWAY,-95.57,29.98,B,7, ,578 ,199 ,27596 ,28838 ,37751 ,28527 ,27350 ,37386 ,31594 ,33602 ,36617 ,29720 ,36853 ,48007 ,403841 
622 ,1125 ,CHI-GOLF MILLS,-87.81,42.03,C,1,Y,557 ,98 ,24862 ,24743 ,32391 ,24476 ,23466 ,33682 ,28464 ,30272 ,32989 ,26775 ,33201 ,43250 ,358571 
623 ,1126 ,MURFREESBORO,-86.44,35.92,B,4, ,580 ,114 ,26358 ,27545 ,36058 ,27247 ,26123 ,35710 ,30178 ,32095 ,34975 ,28387 ,35200 ,45854 ,385730 
624 ,1127 ,BENTON HARBOR,-86.36,42.11,D,1, ,3809 ,156 ,17083 ,17851 ,23369 ,17659 ,16930 ,23143 ,19558 ,20800 ,22667 ,18397 ,22813 ,29717 ,249986 
625 ,1128 ,DAY-BEAVERCREEK,-84.08,39.77,C,2, ,559 ,133 ,24698 ,25809 ,33786 ,25530 ,24477 ,33460 ,28276 ,30072 ,32771 ,26598 ,32982 ,42965 ,361424 
626 ,1129 ,DAY-HUBER HEIGHTS,-84.11,39.85,C,2, ,559 ,127 ,18286 ,19109 ,25015 ,18903 ,18123 ,24773 ,20935 ,22265 ,24264 ,19693 ,24420 ,31811 ,267598 
627 ,1130 ,DAY-TROTWOOD,-84.31,39.8,D,2, ,559 ,120 ,14915 ,15586 ,20403 ,15418 ,14782 ,20206 ,17076 ,18161 ,19791 ,16063 ,19918 ,25947 ,218266 
628 ,1131 ,TPA-ST.PETERSBURG/GATEWAY,-82.64,27.85,B,6,Y,556 ,279 ,34486 ,34322 ,44930 ,35649 ,34178 ,46721 ,39483 ,41991 ,45760 ,37141 ,46055 ,59994 ,500710 
629 ,1132 ,PHL-TURNERSVILLE,-75.06,39.78,B,1,Y,560 ,282 ,31950 ,33388 ,43707 ,33027 ,31664 ,43284 ,36579 ,38903 ,42394 ,34409 ,42667 ,55581 ,467552 
630 ,1133 ,VOORHEES,-74.96,39.85,A,1,Y,560 ,285 ,37554 ,39244 ,51373 ,38820 ,37218 ,50877 ,42995 ,45726 ,49830 ,40444 ,50151 ,65330 ,549562 
631 ,1134 ,PHL-EXTON,-75.64,40.04,A+,1,Y,589 ,119 ,35635 ,37239 ,48748 ,36837 ,35317 ,48277 ,40798 ,43390 ,47284 ,38378 ,47589 ,61992 ,521484 
632 ,1135 ,PHL-OXFORD VALLEY,-74.91,40.18,A+,1,Y,589 ,162 ,49706 ,51943 ,67997 ,51382 ,49262 ,67340 ,56908 ,60523 ,65955 ,53532 ,66380 ,86471 ,727400 
633 ,1136 ,PHL-SPRINGFIELD,-75.34,39.93,AA,1,Y,589 ,138 ,58454 ,61085 ,79964 ,60425 ,57932 ,79192 ,66924 ,71175 ,77562 ,62953 ,78063 ,101689 ,855419 
634 ,1137 ,DCA-FREDERICK/GENSTAR,-77.38,39.35,A,2,Y,3804 ,372 ,39498 ,39310 ,51459 ,38885 ,37281 ,50962 ,45220 ,48093 ,52409 ,42538 ,52747 ,68712 ,567114 
635 ,1138 ,DCA-SILVER SPRINGS,-76.98,39.07,A+,2,Y,560 ,155 ,46398 ,48486 ,63471 ,47962 ,45984 ,62858 ,53120 ,56495 ,61565 ,49969 ,61962 ,80716 ,678986 
636 ,1139 ,WESTBURY,-73.57,40.76,AAA+,1,Y,3802 ,194 ,107475 ,106964 ,140023 ,105808 ,101443 ,138670 ,123047 ,130864 ,142607 ,115747 ,143527 ,186968 ,1543141 
637 ,1140 ,SAN-RANCHO SAN DIEGO,-116.89,32.78,B,5,Y,3806 ,109 ,41906 ,41707 ,54597 ,43319 ,41532 ,56773 ,47978 ,51026 ,57441 ,46963 ,54131 ,71070 ,608442 
638 ,1141 ,PHOENIX-NORTH CENTRAL,-112.1,33.69,C,8, ,588 ,22 ,23872 ,24947 ,32657 ,24677 ,23659 ,32342 ,27331 ,29068 ,31676 ,25710 ,31880 ,41529 ,349348 
639 ,1142 ,TOWSON,-76.58,39.42,A,2,Y,560 ,190 ,46861 ,48970 ,64105 ,48441 ,46443 ,63486 ,53651 ,57059 ,62180 ,50468 ,62581 ,81521 ,685765 
640 ,1143 ,WATSONVILLE,-121.75,36.94,B,3,Y,593 ,210 ,40579 ,42405 ,55512 ,41947 ,40217 ,54975 ,46459 ,49410 ,55622 ,45476 ,52417 ,68819 ,593838 
641 ,1144 ,MSP-COON RAPIDS,-93.32,45.16,A,1,Y,551 ,10 ,38046 ,37865 ,49568 ,37456 ,35911 ,49089 ,43558 ,46325 ,50483 ,40974 ,50808 ,66186 ,546268 
642 ,1146 ,PHL-BRANDYWINE,-75.55,39.8,AAA+,1,Y,589 ,131 ,91622 ,95746 ,125337 ,94711 ,90804 ,124126 ,104897 ,111561 ,121572 ,98674 ,122356 ,159389 ,1340794 
643 ,1147 ,NYC-COPIAGUE,-73.4,40.68,A,1,Y,579 ,219 ,41608 ,41410 ,54208 ,43011 ,41236 ,56369 ,47636 ,50663 ,55209 ,44810 ,55565 ,72383 ,604109 
644 ,1148 ,NYC-BAY SHORE,-73.26,40.74,AA,1,Y,3802 ,212 ,59426 ,62101 ,81295 ,61430 ,58896 ,80509 ,68037 ,72359 ,78853 ,64000 ,79361 ,103381 ,869649 
645 ,1150 ,NYC-COLLEGE POINT,-73.84,40.79,AAA+,1,Y,3802 ,179 ,103727 ,103234 ,135140 ,102118 ,97905 ,133834 ,118756 ,126300 ,137634 ,111710 ,138522 ,180448 ,1489329 
646 ,1151 ,PRINCETON,-74.65,40.37,A,1,Y,589 ,184 ,41201 ,43056 ,56363 ,42590 ,40833 ,55818 ,47171 ,50167 ,54669 ,44372 ,55022 ,71675 ,602938 
647 ,1152 ,MILLTOWN,-74.44,40.45,B,1, ,589 ,195 ,33936 ,35463 ,46423 ,35080 ,33633 ,45975 ,38853 ,41321 ,45029 ,36548 ,45319 ,59036 ,496615 
648 ,1153 ,BRICK,-74.12,40.04,A+,1,Y,560 ,335 ,46164 ,48242 ,63151 ,47720 ,45752 ,62541 ,52852 ,56210 ,61254 ,49717 ,61649 ,80308 ,675561 
649 ,1154 ,TOMS RIVER,-74.16,39.98,A+,1,Y,560 ,335 ,46818 ,46595 ,60996 ,46092 ,44190 ,60407 ,51049 ,54292 ,59164 ,50421 ,62523 ,81446 ,663995 
650 ,1155 ,WATCHUNG,-74.43,40.63,B,1,Y,589 ,195 ,32005 ,33446 ,43783 ,33084 ,31719 ,43360 ,36643 ,38970 ,42467 ,34469 ,42741 ,55678 ,468365 
651 ,1156 ,ROC-VICTOR,-77.43,42.98,B,1, ,3804 ,417 ,27390 ,28623 ,37469 ,28313 ,27145 ,37107 ,31359 ,33351 ,36344 ,29498 ,36578 ,47649 ,400825 
652 ,1157 ,ROC-HENRIETTA,-77.65,43.09,B,1, ,3804 ,403 ,29765 ,31105 ,40718 ,30769 ,29499 ,40325 ,34078 ,36243 ,39495 ,32056 ,39750 ,51781 ,435584 
653 ,1158 ,PHL-BURLINGTON,-74.83,40.07,B,1,Y,589 ,167 ,29629 ,30963 ,40532 ,30628 ,29365 ,40141 ,33922 ,36077 ,39315 ,31910 ,39568 ,51544 ,433592 
654 ,1159 ,PHL-MONTGOMERYVILLE,-75.25,40.22,A+,1,Y,589 ,144 ,47403 ,49536 ,64846 ,49001 ,46980 ,64220 ,54271 ,57719 ,62898 ,51051 ,63304 ,82464 ,693693 
655 ,1160 ,ALTOONA,-78.44,40.53,C,1, ,3804 ,301 ,17066 ,17834 ,23345 ,17641 ,16913 ,23120 ,19538 ,20779 ,22644 ,18379 ,22790 ,29688 ,249737 
656 ,1161 ,WILLIAMSBURG,-76.76,37.34,B,4, ,3811 ,315 ,27246 ,28473 ,37272 ,28165 ,27003 ,36912 ,31194 ,33176 ,36153 ,29343 ,36386 ,47399 ,398722 
657 ,1162 ,ROANOKE,-79.9,37.32,B,2, ,3811 ,171 ,27492 ,28729 ,37608 ,28419 ,27246 ,37245 ,31475 ,33475 ,36479 ,29608 ,36714 ,47826 ,402315 
658 ,1163 ,FT.LAUDERDALE,-80.11,26.17,A+,6,Y,3808 ,425 ,48997 ,51203 ,67028 ,50649 ,48560 ,66380 ,56097 ,59660 ,65014 ,52769 ,65433 ,85238 ,717028 
659 ,1164 ,ATL-AUSTELL,-84.63,33.84,C,4, ,580 ,181 ,18151 ,18968 ,24830 ,18763 ,17989 ,24590 ,20781 ,22101 ,24084 ,19548 ,24239 ,31576 ,265618 
660 ,1165 ,ATL-W.MARIETTA,-84.62,33.94,C,4, ,580 ,176 ,21904 ,22890 ,29964 ,22642 ,21708 ,29675 ,25077 ,26670 ,29064 ,23590 ,29251 ,38105 ,320539 
661 ,1166 ,CHI-CRYSTAL LAKE,-88.33,42.23,C,1,Y,557 ,75 ,24515 ,25618 ,33536 ,25342 ,24296 ,33212 ,28067 ,29850 ,32529 ,26402 ,32739 ,42647 ,358753 
662 ,1167 ,CHI-GLENVIEW,-87.83,42.08,A,1,Y,557 ,97 ,46439 ,46218 ,60502 ,48004 ,46024 ,62914 ,53167 ,56545 ,61619 ,50013 ,62017 ,80787 ,674248 
663 ,1168 ,CHI-HIGHLAND PARK,-87.81,42.18,B,1,Y,3809 ,65 ,38403 ,38220 ,50033 ,37807 ,36248 ,52027 ,43967 ,46760 ,50956 ,41359 ,51285 ,66807 ,553872 
664 ,1169 ,MEM-HORN LAKE,-90.03,34.95,C,4, ,580 ,195 ,19233 ,20098 ,26310 ,19881 ,19061 ,26056 ,22019 ,23418 ,25520 ,20713 ,25684 ,33458 ,281450 
665 ,1170 ,AMES,-93.59,42.04,B,1, ,590 ,99 ,32482 ,33944 ,44434 ,33577 ,32192 ,44005 ,37188 ,39550 ,43099 ,34982 ,43377 ,56506 ,475336 
666 ,1171 ,LAS VEGAS SOUTH,-115.15,36.02,A+,8, ,588 ,306 ,40429 ,42249 ,55307 ,41793 ,40068 ,54773 ,46287 ,49228 ,53645 ,43541 ,53991 ,70333 ,591645 
667 ,1172 ,ATL-DOUGLASVILLE,-84.75,33.67,D,4, ,580 ,184 ,16669 ,17419 ,22803 ,17231 ,16520 ,22583 ,19084 ,20297 ,22118 ,17952 ,22261 ,28998 ,243937 
668 ,1173 ,AUSTIN,-92.99,43.72,D,1, ,590 ,118 ,11219 ,11724 ,15348 ,11598 ,11119 ,15200 ,12845 ,13661 ,14887 ,12083 ,14983 ,19518 ,164186 
669 ,1174 ,FERGUS FALLS,-96.1,46.28,D,1, ,551 ,175 ,15027 ,15704 ,20557 ,15534 ,14893 ,20359 ,17205 ,18298 ,19940 ,16184 ,20068 ,26142 ,219909 
670 ,1175 ,FAIRFIELD,-74.31,40.88,A+,1,Y,589 ,204 ,49740 ,49504 ,64804 ,48969 ,46949 ,64178 ,56947 ,60565 ,66000 ,53569 ,66426 ,86530 ,714179 
671 ,1176 ,CHI-ARLINGTON HEIGHTS,-87.98,42.11,B,1,Y,557 ,87 ,36252 ,36080 ,47231 ,37474 ,35928 ,49113 ,41505 ,44141 ,48102 ,39042 ,48413 ,63065 ,526346 
672 ,1177 ,KSC-KANSAS CITY NORTH,-94.57,39.28,C,1, ,3803 ,75 ,18562 ,19397 ,25392 ,19188 ,18396 ,25147 ,21251 ,22601 ,24630 ,19991 ,24788 ,32291 ,271635 
673 ,1178 ,LOVELAND,-105.15,40.47,C,1, ,554 ,177 ,21036 ,21982 ,28777 ,21745 ,20848 ,28499 ,24084 ,25614 ,27912 ,22655 ,28092 ,36595 ,307837 
674 ,1179 ,COLUMBUS,-85,32.55,B,4, ,594 ,304 ,30397 ,31765 ,41583 ,31422 ,30126 ,41181 ,34802 ,37012 ,40334 ,32737 ,40594 ,52880 ,444834 
675 ,1180 ,GREENSBORO NW,-79.81,36.1,B,4, ,3811 ,93 ,31220 ,32625 ,42709 ,32273 ,30942 ,42296 ,35744 ,38015 ,41426 ,33623 ,41693 ,54312 ,456878 
676 ,1181 ,HICKORY,-81.39,35.68,B,4, ,3811 ,16 ,25986 ,27156 ,35548 ,26862 ,25754 ,35205 ,29751 ,31641 ,34480 ,27986 ,34703 ,45206 ,380278 
677 ,1182 ,GREENVILLE,-82.33,34.81,A,4, ,594 ,123 ,34647 ,36206 ,47396 ,35815 ,34337 ,46938 ,39667 ,42187 ,45973 ,37313 ,46269 ,60273 ,507022 
678 ,1183 ,PHL-NESHAMINY,-74.94,40.11,B,1,Y,589 ,161 ,32265 ,33717 ,44138 ,33353 ,31977 ,43711 ,36940 ,39286 ,42812 ,34748 ,43088 ,56129 ,472164 
679 ,1184 ,MANALAPAN,-74.37,40.27,A,1,Y,589 ,198 ,42878 ,42674 ,55863 ,42213 ,40472 ,55324 ,46753 ,49723 ,54185 ,46178 ,57261 ,74592 ,608117 
680 ,1185 ,MSP-N.ST.PAUL,-93.03,45.01,B,1,Y,590 ,206 ,35618 ,35448 ,46404 ,35065 ,33619 ,45956 ,40778 ,43369 ,47261 ,38359 ,47566 ,61962 ,511405 
681 ,1186 ,BOS-SALEM,-71.22,42.79,B,1,Y,579 ,164 ,29615 ,30948 ,40513 ,30614 ,29351 ,40122 ,33906 ,36060 ,39296 ,31895 ,39550 ,51520 ,433391 
682 ,1187 ,BOS-DANVERS,-70.95,42.58,A+,1,Y,579 ,187 ,48947 ,51150 ,66959 ,50598 ,48510 ,66312 ,56039 ,59599 ,64948 ,52715 ,65367 ,85151 ,716295 
683 ,1188 ,BOS-WARWICK,-71.41,41.75,B,1, ,579 ,199 ,26771 ,27976 ,36622 ,27674 ,26532 ,36268 ,30650 ,32597 ,35522 ,28831 ,35751 ,46572 ,391766 
684 ,1189 ,BOS-TAUNTON,-71.12,41.91,B,1, ,3802 ,206 ,28157 ,29424 ,38518 ,29106 ,27905 ,38146 ,32236 ,34284 ,37361 ,30324 ,37602 ,48982 ,412045 
685 ,1190 ,BOS-NORTH ATTLEBOROUGH,-71.34,41.97,B,1, ,579 ,196 ,31071 ,32469 ,42505 ,32119 ,30794 ,42094 ,35573 ,37833 ,41228 ,33462 ,41494 ,54052 ,454693 
686 ,1191 ,NYC-SOUTH SETAUKET,-73.08,40.87,AA,1,Y,3802 ,222 ,57427 ,57154 ,74818 ,56536 ,54204 ,74095 ,62617 ,66594 ,72571 ,61847 ,76691 ,99902 ,814455 
687 ,1192 ,MIDLETOWN,-74.12,40.39,A+,1,Y,589 ,217 ,44228 ,44018 ,57622 ,43542 ,41746 ,57065 ,50636 ,53853 ,58686 ,47632 ,59064 ,76941 ,635032 
688 ,1193 ,DCA-WASHINGTON CENTER,-77.25,39.11,A+,2,Y,3804 ,391 ,46297 ,48381 ,63334 ,47858 ,45884 ,62722 ,53005 ,56372 ,61431 ,49860 ,61827 ,80540 ,677512 
689 ,1194 ,ROC-GREECE,-77.72,43.21,C,1, ,3804 ,404 ,23612 ,24675 ,32301 ,24408 ,23401 ,31989 ,27034 ,28751 ,31331 ,25430 ,31533 ,41077 ,345543 
690 ,1195 ,ROC-PENFIELD,-77.42,43.09,C,1, ,3804 ,416 ,22111 ,23106 ,30247 ,22856 ,21913 ,29955 ,25315 ,26923 ,29339 ,23813 ,29528 ,38465 ,323570 
691 ,1196 ,PHL-WARRINGTON,-75.14,40.25,A+,1,Y,589 ,155 ,47479 ,49616 ,64950 ,49080 ,47055 ,64323 ,54358 ,57811 ,62999 ,51133 ,63405 ,82596 ,694805 
692 ,1197 ,ATL-BUCKHEAD,-84.36,33.85,B,4,Y,594 ,238 ,28093 ,29358 ,38431 ,29041 ,27843 ,38060 ,32164 ,34207 ,37277 ,30256 ,37517 ,48872 ,411119 
693 ,1198 ,ANDERSON,-82.61,34.5,C,4, ,594 ,139 ,23917 ,24993 ,32718 ,24723 ,23703 ,32402 ,27382 ,29121 ,31735 ,25757 ,31939 ,41606 ,349996 
694 ,1199 ,COLUMBIA NW,-81.17,34.08,C,4, ,594 ,36 ,23845 ,24918 ,32620 ,24649 ,23632 ,32305 ,27300 ,29034 ,31640 ,25680 ,31844 ,41482 ,348951 
695 ,1200 ,CIN-FLORENCE,-84.65,38.99,A,2, ,559 ,137 ,37671 ,39367 ,51534 ,38941 ,37335 ,51036 ,43130 ,45869 ,49986 ,40571 ,50308 ,65534 ,551282 
